tiempo,posicion,velocidad,aceleracion,fuerza_viscosa
5.421993127147766,15.05,1.7075743596078483,-0.15625809997028117,-12.34
5.455670103092784,15.11,1.7023175614347554,-0.1537566238532191,-12.15
5.489347079037801,15.16,1.6971452996843923,-0.15125506171945985,-11.95
5.523024054982818,15.22,1.6920575767071238,-0.14875341210274545,-11.75
5.556701030927835,15.28,1.6870543948533125,-0.14625167353681778,-11.55
5.590378006872852,15.33,1.6821357564733244,-0.14374984455541884,-11.36
5.624054982817869,15.39,1.6773016639175218,-0.14124792369229072,-11.16
5.657731958762886,15.45,1.67255211953627,-0.1387459094811751,-10.96
5.691408934707903,15.5,1.6678871256799326,-0.1362438004558143,-10.76
5.725085910652921,15.56,1.6633066846988738,-0.13374159514995004,-10.57
5.758762886597938,15.62,1.6588107989434573,-0.13123929209732432,-10.37
5.792439862542955,15.67,1.654399470764048,-0.1287368898316792,-10.17
5.826116838487972,15.73,1.6500727025110087,-0.12623438688675653,-9.97
5.859793814432989,15.78,1.6458304965347046,-0.1237317817962984,-9.77
5.893470790378006,15.84,1.6416728551854995,-0.12122907309404662,-9.58
5.927147766323023,15.89,1.6375997808137575,-0.11872625931374337,-9.38
5.960824742268041,15.95,1.6336112757698422,-0.1162233389891304,-9.18
5.994501718213058,16.0,1.6297073424041177,-0.11372031065394972,-8.98
6.0281786941580755,16.06,1.6258879830669493,-0.11121717284194343,-8.79
6.061855670103093,16.11,1.6221532001086998,-0.10871392408685343,-8.59
6.09553264604811,16.17,1.6185029958797332,-0.10621056292242165,-8.39
6.129209621993127,16.22,1.6149373727304148,-0.10370708788239003,-8.19
6.162886597938144,16.28,1.6114563330111071,-0.10120349750050062,-8.0
6.196563573883161,16.33,1.6080598790721754,-0.09869979031049542,-7.8
6.230240549828179,16.38,1.6047480132639835,-0.09619596484611626,-7.6
6.263917525773196,16.44,1.601520737936895,-0.09369201964110513,-7.4
6.297594501718213,16.49,1.5983780554412745,-0.09118795322920409,-7.2
6.33127147766323,16.55,1.5953199681274857,-0.08868376414415502,-7.01
6.364948453608247,16.6,1.5923464783458932,-0.08617945091969992,-6.81
6.398625429553264,16.65,1.5894575884468605,-0.08367501208958078,-6.61
6.432302405498281,16.71,1.586653300780752,-0.08117044618753955,-6.41
6.465979381443299,16.76,1.5839336176979315,-0.07866575174731816,-6.21
6.499656357388316,16.81,1.5812985415487635,-0.07866575174731816,-6.21
6.533333333333333,16.87,1.5812985415487635,-0.07866575174731816,-6.21
